stem,split,source
000552,train,train_folder
000553,train,train_folder
000554,train,train_folder
000555,train,train_folder
000556,train,train_folder
000557,train,train_folder
000558,train,train_folder
000559,train,train_folder
000560,train,train_folder
000561,train,train_folder
000562,train,train_folder
000564,train,train_folder
000565,train,train_folder
000566,train,train_folder
000567,train,train_folder
000568,train,train_folder
000569,train,train_folder
000570,train,train_folder
000571,train,train_folder
000572,train,train_folder
000573,train,train_folder
000574,train,train_folder
000575,train,train_folder
000576,train,train_folder
000577,train,train_folder
000578,train,train_folder
000579,train,train_folder
000580,train,train_folder
000581,train,train_folder
000582,train,train_folder
000583,train,train_folder
000585,train,train_folder
000586,train,train_folder
000587,train,train_folder
000588,train,train_folder
000589,train,train_folder
000590,train,train_folder
000591,train,train_folder
000592,train,train_folder
000593,train,train_folder
000594,train,train_folder
000595,train,train_folder
000596,train,train_folder
000597,train,train_folder
000598,train,train_folder
000600,train,train_folder
000601,train,train_folder
000602,train,train_folder
000603,train,train_folder
000604,train,train_folder
000605,train,train_folder
000606,train,train_folder
000607,train,train_folder
000608,train,train_folder
000609,train,train_folder
000612,train,train_folder
000613,train,train_folder
000614,train,train_folder
000615,train,train_folder
000616,train,train_folder
000617,train,train_folder
000618,train,train_folder
000619,train,train_folder
000620,train,train_folder
000621,train,train_folder
000622,train,train_folder
000623,train,train_folder
000624,train,train_folder
000625,train,train_folder
000626,train,train_folder
000627,train,train_folder
000628,train,train_folder
000629,train,train_folder
000630,train,train_folder
000631,train,train_folder
000632,train,train_folder
000633,train,train_folder
000634,train,train_folder
000635,train,train_folder
000636,train,train_folder
000637,train,train_folder
000638,train,train_folder
000639,train,train_folder
000640,train,train_folder
000641,train,train_folder
000642,train,train_folder
000643,train,train_folder
000644,train,train_folder
000645,train,train_folder
000646,train,train_folder
000648,train,train_folder
000649,train,train_folder
000650,train,train_folder
000651,train,train_folder
000652,train,train_folder
000653,train,train_folder
000654,train,train_folder
000655,train,train_folder
000656,train,train_folder
000657,train,train_folder
000658,train,train_folder
000659,train,train_folder
000660,train,train_folder
000662,train,train_folder
000663,train,train_folder
000664,train,train_folder
000665,train,train_folder
000666,train,train_folder
000667,train,train_folder
000669,train,train_folder
000670,train,train_folder
000671,train,train_folder
000672,train,train_folder
000673,train,train_folder
000674,train,train_folder
000675,train,train_folder
000676,train,train_folder
000677,train,train_folder
000678,train,train_folder
000679,train,train_folder
000680,train,train_folder
000681,train,train_folder
000682,train,train_folder
000683,train,train_folder
000684,train,train_folder
000685,train,train_folder
000686,train,train_folder
000687,train,train_folder
000688,train,train_folder
000689,train,train_folder
000690,train,train_folder
000691,train,train_folder
000693,train,train_folder
000694,train,train_folder
000695,train,train_folder
000696,train,train_folder
000698,train,train_folder
000700,train,train_folder
000701,train,train_folder
000702,train,train_folder
000703,train,train_folder
000704,train,train_folder
000706,train,train_folder
000707,train,train_folder
000708,train,train_folder
000709,train,train_folder
000710,train,train_folder
000711,train,train_folder
000712,train,train_folder
000713,train,train_folder
000715,train,train_folder
000716,train,train_folder
000717,train,train_folder
000718,train,train_folder
000719,train,train_folder
000721,train,train_folder
000722,train,train_folder
000723,train,train_folder
000724,train,train_folder
000725,train,train_folder
000727,train,train_folder
000728,train,train_folder
000729,train,train_folder
000730,train,train_folder
000731,train,train_folder
000732,train,train_folder
000733,train,train_folder
000734,train,train_folder
000735,train,train_folder
000736,train,train_folder
000737,train,train_folder
000738,train,train_folder
000739,train,train_folder
000743,train,train_folder
000744,train,train_folder
000745,train,train_folder
000746,train,train_folder
000747,train,train_folder
000748,train,train_folder
000749,train,train_folder
000750,train,train_folder
000752,train,train_folder
000753,train,train_folder
000754,train,train_folder
000755,train,train_folder
000756,train,train_folder
000758,train,train_folder
000760,train,train_folder
000761,train,train_folder
000762,train,train_folder
000763,train,train_folder
000765,train,train_folder
000766,train,train_folder
000767,train,train_folder
000768,train,train_folder
000769,train,train_folder
000770,train,train_folder
000771,train,train_folder
000772,train,train_folder
000773,train,train_folder
000774,train,train_folder
000775,train,train_folder
000776,train,train_folder
000777,train,train_folder
000778,train,train_folder
000779,train,train_folder
000780,train,train_folder
000781,train,train_folder
000782,train,train_folder
000783,train,train_folder
000784,train,train_folder
000785,train,train_folder
000786,train,train_folder
000787,train,train_folder
000788,train,train_folder
000789,train,train_folder
000790,train,train_folder
000791,train,train_folder
000793,train,train_folder
000794,train,train_folder
000795,train,train_folder
000796,train,train_folder
000797,train,train_folder
000798,train,train_folder
000799,train,train_folder
000800,train,train_folder
000801,train,train_folder
000802,train,train_folder
000803,train,train_folder
000804,train,train_folder
000805,train,train_folder
000806,train,train_folder
000807,train,train_folder
000808,train,train_folder
000809,train,train_folder
000810,train,train_folder
000811,train,train_folder
000812,train,train_folder
000814,train,train_folder
000815,train,train_folder
000816,train,train_folder
000817,train,train_folder
000818,train,train_folder
000820,train,train_folder
000821,train,train_folder
000822,train,train_folder
000823,train,train_folder
000824,train,train_folder
000825,train,train_folder
000826,train,train_folder
000827,train,train_folder
000828,train,train_folder
000830,train,train_folder
000831,train,train_folder
000832,train,train_folder
000833,train,train_folder
000834,train,train_folder
000835,train,train_folder
000836,train,train_folder
000837,train,train_folder
000838,train,train_folder
000839,train,train_folder
000840,train,train_folder
000841,train,train_folder
000842,train,train_folder
000843,train,train_folder
000844,train,train_folder
000845,train,train_folder
000846,train,train_folder
000847,train,train_folder
000848,train,train_folder
000849,train,train_folder
000851,train,train_folder
000853,train,train_folder
000854,train,train_folder
000855,train,train_folder
000856,train,train_folder
000857,train,train_folder
000858,train,train_folder
000860,train,train_folder
000861,train,train_folder
000862,train,train_folder
000863,train,train_folder
000864,train,train_folder
000865,train,train_folder
000866,train,train_folder
000867,train,train_folder
000868,train,train_folder
000869,train,train_folder
000870,train,train_folder
000871,train,train_folder
000872,train,train_folder
000873,train,train_folder
000874,train,train_folder
000875,train,train_folder
000876,train,train_folder
000877,train,train_folder
000878,train,train_folder
000879,train,train_folder
000880,train,train_folder
000881,train,train_folder
000882,train,train_folder
000883,train,train_folder
000884,train,train_folder
000885,train,train_folder
000886,train,train_folder
000887,train,train_folder
000888,train,train_folder
000889,train,train_folder
000890,train,train_folder
000891,train,train_folder
000892,train,train_folder
000894,train,train_folder
000895,train,train_folder
000896,train,train_folder
000897,train,train_folder
000898,train,train_folder
000899,train,train_folder
000900,train,train_folder
000901,train,train_folder
000902,train,train_folder
000903,train,train_folder
000904,train,train_folder
000905,train,train_folder
000906,train,train_folder
000907,train,train_folder
000908,train,train_folder
000909,train,train_folder
000910,train,train_folder
000911,train,train_folder
000913,train,train_folder
000916,train,train_folder
000918,train,train_folder
000919,train,train_folder
000922,train,train_folder
000924,train,train_folder
000925,train,train_folder
000926,train,train_folder
000927,train,train_folder
000928,train,train_folder
000929,train,train_folder
000930,train,train_folder
000931,train,train_folder
000932,train,train_folder
000934,train,train_folder
000935,train,train_folder
000936,train,train_folder
000937,train,train_folder
000938,train,train_folder
000939,train,train_folder
000940,train,train_folder
000941,train,train_folder
000942,train,train_folder
000943,train,train_folder
000944,train,train_folder
000946,train,train_folder
000947,train,train_folder
000948,train,train_folder
000949,train,train_folder
000950,train,train_folder
000951,train,train_folder
000952,train,train_folder
000953,train,train_folder
000954,train,train_folder
000956,train,train_folder
000957,train,train_folder
000958,train,train_folder
000959,train,train_folder
000961,train,train_folder
000962,train,train_folder
000963,train,train_folder
000964,train,train_folder
000965,train,train_folder
000966,train,train_folder
000967,train,train_folder
000968,train,train_folder
000969,train,train_folder
000971,train,train_folder
000972,train,train_folder
000973,train,train_folder
000974,train,train_folder
000975,train,train_folder
000976,train,train_folder
000977,train,train_folder
000979,train,train_folder
000980,train,train_folder
000981,train,train_folder
000982,train,train_folder
000983,train,train_folder
000985,train,train_folder
000987,train,train_folder
000988,train,train_folder
000990,train,train_folder
000991,train,train_folder
000992,train,train_folder
000993,train,train_folder
000994,train,train_folder
000995,train,train_folder
000996,train,train_folder
000997,train,train_folder
000998,train,train_folder
000999,train,train_folder
001000,train,train_folder
001001,train,train_folder
001002,train,train_folder
001003,train,train_folder
001004,train,train_folder
001005,train,train_folder
001007,train,train_folder
001008,train,train_folder
001009,train,train_folder
001010,train,train_folder
001011,train,train_folder
001012,train,train_folder
001013,train,train_folder
001015,train,train_folder
001016,train,train_folder
001017,train,train_folder
001020,train,train_folder
001021,train,train_folder
001022,train,train_folder
001023,train,train_folder
001024,train,train_folder
001025,train,train_folder
001026,train,train_folder
001027,train,train_folder
001029,train,train_folder
001031,train,train_folder
001032,train,train_folder
001034,train,train_folder
001035,train,train_folder
001036,train,train_folder
001037,train,train_folder
001038,train,train_folder
001039,train,train_folder
001040,train,train_folder
001041,train,train_folder
001042,train,train_folder
001043,train,train_folder
001044,train,train_folder
001045,train,train_folder
001046,train,train_folder
001047,train,train_folder
001049,train,train_folder
001050,train,train_folder
001051,train,train_folder
001052,train,train_folder
001053,train,train_folder
001054,train,train_folder
001055,train,train_folder
001057,train,train_folder
001058,train,train_folder
001059,train,train_folder
001060,train,train_folder
001062,train,train_folder
001063,train,train_folder
001064,train,train_folder
001065,train,train_folder
001066,train,train_folder
001067,train,train_folder
001068,train,train_folder
001069,train,train_folder
001070,train,train_folder
001071,train,train_folder
001072,train,train_folder
001073,train,train_folder
001074,train,train_folder
001075,train,train_folder
001076,train,train_folder
001077,train,train_folder
001078,train,train_folder
001079,train,train_folder
001080,train,train_folder
001081,train,train_folder
001083,train,train_folder
001084,train,train_folder
001086,train,train_folder
001089,train,train_folder
001090,train,train_folder
001091,train,train_folder
001092,train,train_folder
001094,train,train_folder
001095,train,train_folder
001096,train,train_folder
001097,train,train_folder
001098,train,train_folder
001099,train,train_folder
001100,train,train_folder
001102,train,train_folder
001103,train,train_folder
001104,train,train_folder
001105,train,train_folder
001106,train,train_folder
001107,train,train_folder
001108,train,train_folder
001109,train,train_folder
001110,train,train_folder
001111,train,train_folder
001112,train,train_folder
001113,train,train_folder
001115,train,train_folder
001116,train,train_folder
001117,train,train_folder
001118,train,train_folder
001119,train,train_folder
001120,train,train_folder
001121,train,train_folder
001122,train,train_folder
001123,train,train_folder
001125,train,train_folder
001126,train,train_folder
001127,train,train_folder
001128,train,train_folder
001129,train,train_folder
001130,train,train_folder
001131,train,train_folder
001132,train,train_folder
001133,train,train_folder
001134,train,train_folder
001135,train,train_folder
001136,train,train_folder
001138,train,train_folder
001139,train,train_folder
001140,train,train_folder
001142,train,train_folder
001143,train,train_folder
001144,train,train_folder
001146,train,train_folder
001147,train,train_folder
001148,train,train_folder
001149,train,train_folder
001150,train,train_folder
001151,train,train_folder
001152,train,train_folder
001153,train,train_folder
001154,train,train_folder
001155,train,train_folder
001156,train,train_folder
001157,train,train_folder
001158,train,train_folder
001160,train,train_folder
001161,train,train_folder
001162,train,train_folder
001163,train,train_folder
001164,train,train_folder
001165,train,train_folder
001166,train,train_folder
001167,train,train_folder
001168,train,train_folder
001169,train,train_folder
001170,train,train_folder
001171,train,train_folder
001172,train,train_folder
001173,train,train_folder
001174,train,train_folder
001175,train,train_folder
001176,train,train_folder
001177,train,train_folder
001178,train,train_folder
001180,train,train_folder
001181,train,train_folder
001182,train,train_folder
001183,train,train_folder
001184,train,train_folder
001185,train,train_folder
001186,train,train_folder
001187,train,train_folder
001188,train,train_folder
001190,train,train_folder
001191,train,train_folder
001192,train,train_folder
001193,train,train_folder
001194,train,train_folder
001195,train,train_folder
001196,train,train_folder
001197,train,train_folder
001198,train,train_folder
001199,train,train_folder
001200,train,train_folder
000006,val,train_folder
000012,val,train_folder
000024,val,train_folder
000026,val,train_folder
000064,val,train_folder
000085,val,train_folder
000092,val,train_folder
000110,val,train_folder
000126,val,train_folder
000132,val,train_folder
000137,val,train_folder
000139,val,train_folder
000142,val,train_folder
000154,val,train_folder
000157,val,train_folder
000164,val,train_folder
000170,val,train_folder
000193,val,train_folder
000200,val,train_folder
000209,val,train_folder
000242,val,train_folder
000256,val,train_folder
000281,val,train_folder
000293,val,train_folder
000294,val,train_folder
000317,val,train_folder
000322,val,train_folder
000327,val,train_folder
000332,val,train_folder
000335,val,train_folder
000344,val,train_folder
000349,val,train_folder
000363,val,train_folder
000370,val,train_folder
000371,val,train_folder
000372,val,train_folder
000403,val,train_folder
000416,val,train_folder
000439,val,train_folder
000449,val,train_folder
000461,val,train_folder
000481,val,train_folder
000482,val,train_folder
000496,val,train_folder
000498,val,train_folder
000509,val,train_folder
000526,val,train_folder
000534,val,train_folder
000536,val,train_folder
000548,val,train_folder
000563,val,train_folder
000584,val,train_folder
000599,val,train_folder
000610,val,train_folder
000611,val,train_folder
000647,val,train_folder
000661,val,train_folder
000668,val,train_folder
000692,val,train_folder
000697,val,train_folder
000699,val,train_folder
000705,val,train_folder
000714,val,train_folder
000720,val,train_folder
000726,val,train_folder
000740,val,train_folder
000741,val,train_folder
000742,val,train_folder
000751,val,train_folder
000757,val,train_folder
000759,val,train_folder
000764,val,train_folder
000792,val,train_folder
000813,val,train_folder
000819,val,train_folder
000829,val,train_folder
000850,val,train_folder
000852,val,train_folder
000859,val,train_folder
000893,val,train_folder
000912,val,train_folder
000914,val,train_folder
000915,val,train_folder
000917,val,train_folder
000920,val,train_folder
000921,val,train_folder
000923,val,train_folder
000933,val,train_folder
000945,val,train_folder
000955,val,train_folder
000960,val,train_folder
000970,val,train_folder
000978,val,train_folder
000984,val,train_folder
000986,val,train_folder
000989,val,train_folder
001006,val,train_folder
001014,val,train_folder
001018,val,train_folder
001019,val,train_folder
001028,val,train_folder
001030,val,train_folder
001033,val,train_folder
001048,val,train_folder
001056,val,train_folder
001061,val,train_folder
001082,val,train_folder
001085,val,train_folder
001087,val,train_folder
001088,val,train_folder
001093,val,train_folder
001101,val,train_folder
001114,val,train_folder
001124,val,train_folder
001137,val,train_folder
001141,val,train_folder
001145,val,train_folder
001159,val,train_folder
001179,val,train_folder
001189,val,train_folder
000001,test,test_folder
000002,test,test_folder
000003,test,test_folder
000004,test,test_folder
000005,test,test_folder
000006,test,test_folder
000007,test,test_folder
000008,test,test_folder
000009,test,test_folder
000010,test,test_folder
000011,test,test_folder
000012,test,test_folder
000013,test,test_folder
000014,test,test_folder
000015,test,test_folder
000016,test,test_folder
000017,test,test_folder
000018,test,test_folder
000019,test,test_folder
000020,test,test_folder
000021,test,test_folder
000022,test,test_folder
000023,test,test_folder
000024,test,test_folder
000025,test,test_folder
000026,test,test_folder
000027,test,test_folder
000028,test,test_folder
000029,test,test_folder
000030,test,test_folder
000031,test,test_folder
000032,test,test_folder
000033,test,test_folder
000034,test,test_folder
000035,test,test_folder
000036,test,test_folder
000037,test,test_folder
000038,test,test_folder
000039,test,test_folder
000040,test,test_folder
000041,test,test_folder
000042,test,test_folder
000043,test,test_folder
000044,test,test_folder
000045,test,test_folder
000046,test,test_folder
000047,test,test_folder
000048,test,test_folder
000049,test,test_folder
000050,test,test_folder
000051,test,test_folder
000052,test,test_folder
000053,test,test_folder
000054,test,test_folder
000055,test,test_folder
000056,test,test_folder
000057,test,test_folder
000058,test,test_folder
000059,test,test_folder
000060,test,test_folder
000061,test,test_folder
000062,test,test_folder
000063,test,test_folder
000064,test,test_folder
000065,test,test_folder
000066,test,test_folder
000067,test,test_folder
000068,test,test_folder
000069,test,test_folder
000070,test,test_folder
000071,test,test_folder
000072,test,test_folder
000073,test,test_folder
000074,test,test_folder
000075,test,test_folder
000076,test,test_folder
000077,test,test_folder
000078,test,test_folder
000079,test,test_folder
000080,test,test_folder
000081,test,test_folder
000082,test,test_folder
000083,test,test_folder
000084,test,test_folder
000085,test,test_folder
000086,test,test_folder
000087,test,test_folder
000088,test,test_folder
000089,test,test_folder
000090,test,test_folder
000091,test,test_folder
000092,test,test_folder
000093,test,test_folder
000094,test,test_folder
000095,test,test_folder
000096,test,test_folder
000097,test,test_folder
000098,test,test_folder
000099,test,test_folder
000100,test,test_folder
000101,test,test_folder
000102,test,test_folder
000103,test,test_folder
000104,test,test_folder
000105,test,test_folder
000106,test,test_folder
000107,test,test_folder
000108,test,test_folder
000109,test,test_folder
000110,test,test_folder
000111,test,test_folder
000112,test,test_folder
000113,test,test_folder
000114,test,test_folder
000115,test,test_folder
000116,test,test_folder
000117,test,test_folder
000118,test,test_folder
000119,test,test_folder
000120,test,test_folder
000121,test,test_folder
000122,test,test_folder
000123,test,test_folder
000124,test,test_folder
000125,test,test_folder
000126,test,test_folder
000127,test,test_folder
000128,test,test_folder
000129,test,test_folder
000130,test,test_folder
000131,test,test_folder
000132,test,test_folder
000133,test,test_folder
000134,test,test_folder
000135,test,test_folder
000136,test,test_folder
000137,test,test_folder
000138,test,test_folder
000139,test,test_folder
000140,test,test_folder
000141,test,test_folder
000142,test,test_folder
000143,test,test_folder
000144,test,test_folder
000145,test,test_folder
000146,test,test_folder
000147,test,test_folder
000148,test,test_folder
000149,test,test_folder
000150,test,test_folder
000151,test,test_folder
000152,test,test_folder
000153,test,test_folder
000154,test,test_folder
000155,test,test_folder
000156,test,test_folder
000157,test,test_folder
000158,test,test_folder
000159,test,test_folder
000160,test,test_folder
000161,test,test_folder
000162,test,test_folder
000163,test,test_folder
000164,test,test_folder
000165,test,test_folder
000166,test,test_folder
000167,test,test_folder
000168,test,test_folder
000169,test,test_folder
000170,test,test_folder
000171,test,test_folder
000172,test,test_folder
000173,test,test_folder
000174,test,test_folder
000175,test,test_folder
000176,test,test_folder
000177,test,test_folder
000178,test,test_folder
000179,test,test_folder
000180,test,test_folder
000181,test,test_folder
000182,test,test_folder
000183,test,test_folder
000184,test,test_folder
000185,test,test_folder
000186,test,test_folder
000187,test,test_folder
000188,test,test_folder
000189,test,test_folder
000190,test,test_folder
000191,test,test_folder
000192,test,test_folder
000193,test,test_folder
000194,test,test_folder
000195,test,test_folder
000196,test,test_folder
000197,test,test_folder
000198,test,test_folder
